GEOID1,STATE,NET_COUNTY,NET_PERM,NET_TEMP,NET_RESIDENTIAL,FULL1_NAME,net,difference
46097,SD,-69,-83,0,11,"Miner County, South Dakota",82,151
54013,WV,-135,-126,0,-59,"Calhoun County, West Virginia",17,152
38013,ND,-51,-16,-13,-30,"Burke County, North Dakota",102,153
31039,NE,-162,-108,0,-126,"Cuming County, Nebraska",-9,153
48351,TX,-646,-558,-34,-585,"Newton County, Texas",-493,153
51530,VA,-166,-166,-14,-177,"Buena Vista city, Virginia",-12,154
28011,MS,-758,-703,-9,-714,"Bolivar County, Mississippi",-604,154
48021,TX,1591,1453,129,1572,"Bastrop County, Texas",1745,154
46129,SD,-141,-93,-11,-82,"Walworth County, South Dakota",14,155
42065,PA,-933,-607,-230,-789,"Jefferson County, Pennsylvania",-777,156
47027,TN,9,40,0,46,"Clay County, Tennessee",165,156
27165,MN,-441,-296,-70,-513,"Watonwan County, Minnesota",-284,157
20019,KS,-147,-140,0,-121,"Chautauqua County, Kansas",10,157
28131,MS,-535,-521,-91,-509,"Stone County, Mississippi",-377,158
18007,IN,-107,-48,-13,-36,"Benton County, Indiana",51,158
51139,VA,-260,-258,3,-258,"Page County, Virginia",-101,159
38049,ND,-64,-49,-19,-83,"McHenry County, North Dakota",95,159
48239,TX,-270,-319,28,-251,"Jackson County, Texas",-111,159
6069,CA,114,26,59,55,"San Benito County, California",273,159
30103,MT,-87,-52,0,-74,"Treasure County, Montana",72,159
17049,IL,-646,-593,-44,-539,"Effingham County, Illinois",-485,161
55037,WI,-96,-23,-106,-139,"Florence County, Wisconsin",66,162
27045,MN,-409,-209,-98,-244,"Fillmore County, Minnesota",-247,162
46021,SD,-142,-88,-11,-112,"Campbell County, South Dakota",20,162
38045,ND,-148,-88,-11,-62,"LaMoure County, North Dakota",14,162
28127,MS,-53,-47,17,-5,"Simpson County, Mississippi",110,163
19001,IA,-542,-319,-117,-513,"Adair County, Iowa",-379,163
48461,TX,-120,-147,0,-48,"Upton County, Texas",43,163
18001,IN,-1016,-906,-108,-971,"Adams County, Indiana",-852,164
53019,WA,-114,52,-120,-99,"Ferry County, Washington",50,164
30089,MT,-115,31,-53,-185,"Sanders County, Montana",50,165
29013,MO,-67,-65,0,-118,"Bates County, Missouri",98,165
45089,SC,-373,-411,-15,-446,"Williamsburg County, South Carolina",-207,166
27173,MN,-502,-342,-91,-496,"Yellow Medicine County, Minnesota",-336,166
17137,IL,-285,-159,-58,-279,"Morgan County, Illinois",-118,167
31173,NE,-314,-202,0,-224,"Thurston County, Nebraska",-147,167
8009,CO,-262,-234,0,-287,"Baca County, Colorado",-95,167
38057,ND,-345,-180,-130,-354,"Mercer County, North Dakota",-177,168
32001,NV,-125,-62,-154,-8,"Churchill County, Nevada",43,168
47067,TN,-83,-63,-11,-128,"Hancock County, Tennessee",86,169
27051,MN,-363,-64,-177,-301,"Grant County, Minnesota",-194,169
5101,AR,-389,-372,-2,-323,"Newton County, Arkansas",-220,169
51105,VA,-295,-234,0,-183,"Lee County, Virginia",-125,170
27095,MN,-259,49,-295,-314,"Mille Lacs County, Minnesota",-89,170
30007,MT,19,64,-63,-60,"Broadwater County, Montana",189,170
40115,OK,-810,-644,-111,-762,"Ottawa County, Oklahoma",-640,170
48089,TX,-9,-12,12,-10,"Colorado County, Texas",161,170
36021,NY,-815,-321,-257,-593,"Columbia County, New York",-644,171
72093,PR,-12,-11,0,0,"Maricao Municipio, Puerto Rico",159,171
31181,NE,-101,-79,0,-42,"Webster County, Nebraska",71,172
22009,LA,-175,-179,-18,-244,"Avoyelles Parish, Louisiana",-3,172
8053,CO,-102,-229,183,10,"Hinsdale County, Colorado",70,172
27149,MN,-273,-176,-41,-274,"Stevens County, Minnesota",-100,173
5129,AR,-118,-94,-8,-96,"Searcy County, Arkansas",55,173
29093,MO,-6,17,0,47,"Iron County, Missouri",168,174
22037,LA,73,76,16,14,"East Feliciana Parish, Louisiana",247,174
48305,TX,-244,-255,-1,-231,"Lynn County, Texas",-70,174
27105,MN,-860,-682,-101,-669,"Nobles County, Minnesota",-685,175
21129,KY,-139,-121,0,-214,"Lee County, Kentucky",38,177
27011,MN,-230,-191,-38,-205,"Big Stone County, Minnesota",-53,177
48033,TX,-247,-256,0,-284,"Borden County, Texas",-70,177
19121,IA,-436,-162,-132,-341,"Madison County, Iowa",-258,178
31163,NE,-141,-107,0,-32,"Sherman County, Nebraska",38,179
22093,LA,-44,-86,0,-56,"St. James Parish, Louisiana",135,179
40117,OK,-280,-243,0,-331,"Pawnee County, Oklahoma",-101,179
48087,TX,-146,-124,0,-230,"Collingsworth County, Texas",33,179
42125,PA,-585,-91,-459,-405,"Washington County, Pennsylvania",-405,180
26083,MI,-169,-124,-12,-159,"Keweenaw County, Michigan",11,180
20077,KS,-182,-181,0,-147,"Harper County, Kansas",-2,180
30053,MT,-157,4,-93,-114,"Lincoln County, Montana",24,181
8125,CO,-298,-254,0,-383,"Yuma County, Colorado",-117,181
28161,MS,-121,-103,0,-104,"Yalobusha County, Mississippi",61,182
29049,MO,173,274,-2,174,"Clinton County, Missouri",356,183
26071,MI,-192,-33,-166,-164,"Iron County, Michigan",-8,184
19151,IA,-212,-36,-107,-324,"Pocahontas County, Iowa",-28,184
31013,NE,-263,-254,0,-162,"Box Butte County, Nebraska",-79,184
8017,CO,-36,0,0,30,"Cheyenne County, Colorado",148,184
48079,TX,-262,-276,-26,-224,"Cochran County, Texas",-77,185
47121,TN,-6,10,-13,69,"Meigs County, Tennessee",180,186
39155,OH,-2673,-1861,-821,-2491,"Trumbull County, Ohio",-2486,187
17155,IL,-165,-128,0,-64,"Putnam County, Illinois",22,187
20205,KS,-543,-531,-14,-527,"Wilson County, Kansas",-356,187
46111,SD,-298,-192,-59,-248,"Sanborn County, South Dakota",-110,188
28133,MS,-624,-661,30,-579,"Sunflower County, Mississippi",-435,189
26095,MI,-47,14,-70,-98,"Luce County, Michigan",142,189
34015,NJ,-605,-457,-78,-444,"Gloucester County, New Jersey",-415,190
48369,TX,-158,-134,0,-110,"Parmer County, Texas",32,190
49025,UT,96,44,42,56,"Kane County, Utah",286,190
48435,TX,-31,-13,0,-28,"Sutton County, Texas",161,192
48195,TX,-165,-136,0,-177,"Hansford County, Texas",27,192
51111,VA,-350,-368,0,-506,"Lunenburg County, Virginia",-157,193
46063,SD,-242,-174,-39,-174,"Harding County, South Dakota",-49,193
28079,MS,-178,-179,0,-150,"Leake County, Mississippi",16,194
38103,ND,-198,-155,-52,-224,"Wells County, North Dakota",-4,194
13169,GA,-672,-618,-51,-636,"Jones County, Georgia",-477,195
21115,KY,8,-11,0,-5,"Johnson County, Kentucky",204,196
18093,IN,-988,-818,-69,-881,"Lawrence County, Indiana",-792,196
31073,NE,-270,-206,-14,-227,"Gosper County, Nebraska",-74,196
17191,IL,-319,-265,-12,-345,"Wayne County, Illinois",-122,197
48503,TX,-395,-383,0,-416,"Young County, Texas",-198,197
48327,TX,-146,-141,0,-165,"Menard County, Texas",51,197
48171,TX,171,-40,170,-5,"Gillespie County, Texas",369,198
21025,KY,-109,-81,0,-182,"Breathitt County, Kentucky",90,199
20119,KS,-212,-168,0,-159,"Meade County, Kansas",-13,199
27077,MN,-136,-113,12,-82,"Lake of the Woods County, Minnesota",64,200
17073,IL,-991,-655,-254,-1021,"Henry County, Illinois",-791,200
41063,OR,-270,-140,-102,-267,"Wallowa County, Oregon",-70,200
13109,GA,-412,-389,0,-359,"Evans County, Georgia",-211,201
19143,IA,-423,-276,-62,-429,"Osceola County, Iowa",-221,202
18061,IN,-319,-205,-39,-271,"Harrison County, Indiana",-116,203
13291,GA,467,105,355,466,"Union County, Georgia",671,204
38081,ND,-187,-43,-24,-60,"Sargent County, North Dakota",17,204
5103,AR,-739,-700,0,-723,"Ouachita County, Arkansas",-535,204
48161,TX,-111,-51,0,-116,"Freestone County, Texas",93,204
48313,TX,-2,-5,0,-139,"Madison County, Texas",203,205
56035,WY,-4,35,-34,86,"Sublette County, Wyoming",201,205
17089,IL,-5533,-4412,-1194,-4962,"Kane County, Illinois",-5326,207
29041,MO,-264,-258,-11,-287,"Chariton County, Missouri",-57,207
22007,LA,-318,-320,44,-334,"Assumption Parish, Louisiana",-111,207
35023,NM,-49,-53,12,-82,"Hidalgo County, New Mexico",158,207
51023,VA,-722,-657,-75,-580,"Botetourt County, Virginia",-514,208
31033,NE,-358,-325,0,-282,"Cheyenne County, Nebraska",-150,208
17139,IL,-236,-212,-25,-236,"Moultrie County, Illinois",-27,209
31135,NE,-305,-216,-12,-226,"Perkins County, Nebraska",-95,210
48459,TX,-318,-256,-43,-297,"Upshur County, Texas",-107,211
42099,PA,-347,-250,-22,-339,"Perry County, Pennsylvania",-134,213
51610,VA,-676,-758,57,-668,"Falls Church city, Virginia",-463,213
31031,NE,-129,-119,-13,-170,"Cherry County, Nebraska",84,213
5099,AR,-225,-193,0,-229,"Nevada County, Arkansas",-12,213
28091,MS,-314,-294,-23,-350,"Marion County, Mississippi",-100,214
38083,ND,-115,-76,-52,-76,"Sheridan County, North Dakota",100,215
12055,FL,1904,-4545,6452,1653,"Highlands County, Florida",2120,216
48345,TX,-49,-37,0,-15,"Motley County, Texas",167,216
19159,IA,-297,-224,-11,-333,"Ringgold County, Iowa",-80,217
13173,GA,-234,-191,-76,-219,"Lanier County, Georgia",-16,218
13283,GA,-510,-532,-35,-508,"Treutlen County, Georgia",-291,219
29197,MO,-64,-81,0,-7,"Schuyler County, Missouri",155,219
19145,IA,-635,-464,-153,-611,"Page County, Iowa",-415,220
54041,WV,-436,-405,-58,-386,"Lewis County, West Virginia",-215,221
19133,IA,-321,-201,-22,-151,"Monona County, Iowa",-100,221
27029,MN,-290,-74,-116,-188,"Clearwater County, Minnesota",-69,221
21069,KY,-587,-581,-39,-474,"Fleming County, Kentucky",-364,223
31081,NE,-157,-53,-12,-65,"Hamilton County, Nebraska",66,223
40073,OK,-265,-262,0,-236,"Kingfisher County, Oklahoma",-42,223
55091,WI,-256,-238,-61,-289,"Pepin County, Wisconsin",-31,225
40065,OK,-417,-457,96,-388,"Jackson County, Oklahoma",-192,225
47185,TN,259,330,-137,188,"White County, Tennessee",485,226
17177,IL,-1112,-891,-184,-908,"Stephenson County, Illinois",-886,226
17059,IL,-297,-269,-12,-287,"Gallatin County, Illinois",-71,226
53029,WA,-1335,-808,-588,-1265,"Island County, Washington",-1109,226
50009,VT,-279,-295,29,-271,"Essex County, Vermont",-52,227
37053,NC,463,454,32,312,"Currituck County, North Carolina",690,227
32005,NV,411,797,-356,471,"Douglas County, Nevada",640,229
21177,KY,-362,-386,-28,-335,"Muhlenberg County, Kentucky",-131,231
37095,NC,-121,-110,2,-73,"Hyde County, North Carolina",111,232
19109,IA,-287,-153,-71,-139,"Kossuth County, Iowa",-55,232
27107,MN,-528,-427,-51,-450,"Norman County, Minnesota",-296,232
20141,KS,-144,-121,0,-73,"Osborne County, Kansas",89,233
21165,KY,-238,-219,-11,-247,"Menifee County, Kentucky",-4,234
30097,MT,-112,-49,-7,-59,"Sweet Grass County, Montana",123,235
20117,KS,-426,-431,-11,-363,"Marshall County, Kansas",-191,235
51027,VA,-364,-325,0,-278,"Buchanan County, Virginia",-128,236
54023,WV,-344,-333,0,-377,"Grant County, West Virginia",-108,236
72123,PR,-2,-13,0,-70,"Salinas Municipio, Puerto Rico",235,237
51193,VA,219,265,14,246,"Westmoreland County, Virginia",456,237
31089,NE,-190,-154,-14,-169,"Holt County, Nebraska",47,237
42111,PA,-805,-430,-199,-751,"Somerset County, Pennsylvania",-567,238
48353,TX,-196,-190,12,-190,"Nolan County, Texas",43,239
21091,KY,-80,-37,0,-84,"Hancock County, Kentucky",160,240
30073,MT,-49,-9,-15,-51,"Pondera County, Montana",192,241
29153,MO,-70,-20,-11,-23,"Ozark County, Missouri",171,241
51640,VA,-192,-198,8,-168,"Galax city, Virginia",50,242
19077,IA,-200,27,-103,-80,"Guthrie County, Iowa",42,242
47139,TN,-208,-151,6,-221,"Polk County, Tennessee",35,243
21187,KY,-77,-15,-18,-82,"Owen County, Kentucky",166,243
21237,KY,-12,24,0,-22,"Wolfe County, Kentucky",231,243
48391,TX,-30,-33,-11,-14,"Refugio County, Texas",213,243
56039,WY,-339,-370,-12,-256,"Teton County, Wyoming",-96,243
29061,MO,-442,-370,-76,-320,"Daviess County, Missouri",-198,244
54067,WV,-461,-495,14,-449,"Nicholas County, West Virginia",-216,245
55078,WI,-296,-146,-161,-359,"Menominee County, Wisconsin",-51,245
27079,MN,-613,-267,-390,-637,"Le Sueur County, Minnesota",-368,245
28139,MS,-286,-282,0,-213,"Tippah County, Mississippi",-40,246
22081,LA,-152,-126,-12,-140,"Red River Parish, Louisiana",94,246
1057,AL,30,41,0,-29,"Fayette County, Alabama",277,247
47111,TN,-58,-75,-11,10,"Macon County, Tennessee",189,247
1085,AL,-419,-371,-8,-424,"Lowndes County, Alabama",-171,248
48279,TX,-159,-123,0,-62,"Lamb County, Texas",90,249
12063,FL,179,307,-71,271,"Jackson County, Florida",429,250
18175,IN,-525,-421,-77,-591,"Washington County, Indiana",-274,251
13321,GA,-757,-741,-89,-601,"Worth County, Georgia",-505,252
55007,WI,-365,-63,-193,-378,"Bayfield County, Wisconsin",-113,252
20081,KS,-296,-246,0,-232,"Haskell County, Kansas",-44,252
2198,AK,-424,-259,-30,-288,"Prince of Wales-Hyder Census Area, Alaska",-172,252
47085,TN,-313,-288,11,-416,"Humphreys County, Tennessee",-60,253
17181,IL,-529,-421,-11,-555,"Union County, Illinois",-276,253
56041,WY,-456,-287,-11,-266,"Uinta County, Wyoming",-203,253
37193,NC,-171,-166,12,-164,"Wilkes County, North Carolina",83,254
13161,GA,-597,-592,0,-622,"Jeff Davis County, Georgia",-341,256
27125,MN,-308,-234,-110,-321,"Red Lake County, Minnesota",-52,256
35059,NM,-35,-30,0,-18,"Union County, New Mexico",221,256
2070,AK,-232,-201,-36,-224,"Dillingham Census Area, Alaska",24,256
72105,PR,-25,-21,0,-35,"Naranjito Municipio, Puerto Rico",232,257
51017,VA,-84,-78,0,-78,"Bath County, Virginia",173,257
29107,MO,-177,-133,-1,-198,"Lafayette County, Missouri",80,257
46115,SD,-110,-71,0,-97,"Spink County, South Dakota",148,258
17151,IL,-264,-248,-11,-269,"Pope County, Illinois",-6,258
22095,LA,-198,-221,-15,-198,"St. John the Baptist Parish, Louisiana",60,258
41025,OR,-22,-19,12,31,"Harney County, Oregon",236,258
48493,TX,-155,-201,1,-335,"Wilson County, Texas",104,259
16073,ID,-227,-179,-14,-304,"Owyhee County, Idaho",32,259
45069,SC,-308,-301,0,-323,"Marlboro County, South Carolina",-47,261
31145,NE,-323,-270,-42,-212,"Red Willow County, Nebraska",-62,261
49003,UT,86,78,-97,-14,"Box Elder County, Utah",347,261
17009,IL,7,9,0,0,"Brown County, Illinois",269,262
47181,TN,-399,-366,-13,-372,"Wayne County, Tennessee",-136,263
48237,TX,-39,11,-15,-31,"Jack County, Texas",224,263
56005,WY,-270,-130,-131,-219,"Campbell County, Wyoming",-7,263
19025,IA,-241,-106,-76,-317,"Calhoun County, Iowa",23,264
8049,CO,-520,-312,-243,-587,"Grand County, Colorado",-256,264
26039,MI,-335,200,-596,-393,"Crawford County, Michigan",-70,265
17097,IL,-7673,-6770,-1048,-7332,"Lake County, Illinois",-7408,265
56017,WY,-343,-268,-64,-327,"Hot Springs County, Wyoming",-78,265
21085,KY,-410,-336,0,-504,"Grayson County, Kentucky",-142,268
21017,KY,-249,-176,-79,-226,"Bourbon County, Kentucky",19,268
27101,MN,-422,-188,-61,-295,"Murray County, Minnesota",-154,268
31041,NE,-410,-386,11,-400,"Custer County, Nebraska",-142,268
17171,IL,-330,-259,-58,-293,"Scott County, Illinois",-61,269
21201,KY,-335,-330,-46,-219,"Robertson County, Kentucky",-65,270
40057,OK,-269,-260,0,-321,"Harmon County, Oklahoma",1,270
38079,ND,-390,-334,0,-202,"Rolette County, North Dakota",-118,272
29045,MO,-241,-196,-23,-266,"Clark County, Missouri",31,272
5113,AR,-357,-329,-11,-312,"Polk County, Arkansas",-85,272
23029,ME,-152,-447,325,-137,"Washington County, Maine",121,273
54063,WV,-53,11,11,64,"Monroe County, West Virginia",220,273
48405,TX,-463,-444,-8,-488,"San Augustine County, Texas",-190,273
55041,WI,-357,-107,-282,-233,"Forest County, Wisconsin",-83,274
13317,GA,-71,-32,0,-57,"Wilkes County, Georgia",204,275
38043,ND,-32,-49,0,-2,"Kidder County, North Dakota",244,276
28117,MS,-304,-321,0,-334,"Prentiss County, Mississippi",-27,277
20053,KS,-139,-155,0,-126,"Ellsworth County, Kansas",138,277
30071,MT,-79,-45,0,-85,"Phillips County, Montana",200,279
5037,AR,-321,-300,0,-286,"Cross County, Arkansas",-42,279
54073,WV,-134,-118,0,-129,"Pleasants County, West Virginia",146,280
21175,KY,-123,-105,-11,-97,"Morgan County, Kentucky",157,280
5017,AR,-111,-109,0,-146,"Chicot County, Arkansas",169,280
16067,ID,-18,4,-71,-68,"Minidoka County, Idaho",262,280
2230,AK,-176,-139,-43,-108,"Skagway Municipality, Alaska",104,280
31105,NE,-147,-116,0,-146,"Kimball County, Nebraska",134,281
21171,KY,-324,-326,-6,-321,"Monroe County, Kentucky",-42,282
6063,CA,-737,-563,-128,-784,"Plumas County, California",-455,282
20123,KS,-82,-75,0,-78,"Mitchell County, Kansas",201,283
54095,WV,-338,-366,-27,-255,"Tyler County, West Virginia",-54,284
29139,MO,-213,-179,-5,-218,"Montgomery County, Missouri",71,284
29079,MO,-211,-169,-28,-144,"Grundy County, Missouri",73,284
31021,NE,-140,-60,-11,12,"Burt County, Nebraska",144,284
48407,TX,675,687,-19,655,"San Jacinto County, Texas",959,284
45065,SC,63,116,-14,34,"McCormick County, South Carolina",349,286
13159,GA,-15,-24,-66,-76,"Jasper County, Georgia",271,286
39115,OH,-453,-429,0,-508,"Morgan County, Ohio",-167,286
13033,GA,-517,-585,28,-638,"Burke County, Georgia",-230,287
46015,SD,-228,-179,0,-198,"Brule County, South Dakota",59,287
32013,NV,-442,-427,-54,-431,"Humboldt County, Nevada",-154,288
6041,CA,-49,-498,422,68,"Marin County, California",239,288
30017,MT,-261,-247,-32,-259,"Custer County, Montana",28,289
30101,MT,-266,-207,-45,-325,"Toole County, Montana",23,289
72087,PR,-6,22,0,53,"Loíza Municipio, Puerto Rico",284,290
5135,AR,-342,-264,-62,-342,"Sharp County, Arkansas",-52,290
45027,SC,-259,-292,29,-372,"Clarendon County, South Carolina",32,291
21159,KY,-117,-92,2,-126,"Martin County, Kentucky",176,293
5015,AR,-518,-447,-71,-482,"Carroll County, Arkansas",-225,293
40011,OK,-260,-256,0,-357,"Blaine County, Oklahoma",33,293
48151,TX,-442,-433,12,-483,"Fisher County, Texas",-149,293
16079,ID,21,41,-24,44,"Shoshone County, Idaho",314,293
42017,PA,-1522,-570,-946,-1073,"Bucks County, Pennsylvania",-1228,294
37165,NC,-296,-324,8,-341,"Scotland County, North Carolina",-2,294
28155,MS,-100,-134,0,-136,"Webster County, Mississippi",195,295
19149,IA,-495,-215,-139,-423,"Plymouth County, Iowa",-200,295
51595,VA,-136,-136,0,-129,"Emporia city, Virginia",160,296
21135,KY,-249,-204,-25,-195,"Lewis County, Kentucky",47,296
22053,LA,-161,-158,-33,-161,"Jefferson Davis Parish, Louisiana",135,296
48277,TX,-735,-703,-96,-850,"Lamar County, Texas",-439,296
51185,VA,-550,-492,11,-529,"Tazewell County, Virginia",-253,297
28055,MS,-142,-176,-12,-133,"Issaquena County, Mississippi",155,297
46037,SD,-142,-82,-53,-227,"Day County, South Dakota",155,297
8113,CO,-305,-258,-89,-339,"San Miguel County, Colorado",-8,297
48393,TX,-323,-313,-13,-297,"Roberts County, Texas",-25,298
17099,IL,-2087,-1787,-398,-2007,"LaSalle County, Illinois",-1788,299
40041,OK,-545,-420,-112,-586,"Delaware County, Oklahoma",-246,299
27115,MN,-625,-186,-403,-613,"Pine County, Minnesota",-325,300
46061,SD,-484,-552,31,-594,"Hanson County, South Dakota",-184,300
50019,VT,-639,-491,16,-663,"Orleans County, Vermont",-338,301
29015,MO,-491,-233,-240,-513,"Benton County, Missouri",-190,301
12065,FL,236,225,-7,224,"Jefferson County, Florida",538,302
21209,KY,277,306,-4,389,"Scott County, Kentucky",579,302
48211,TX,-22,-13,0,-14,"Hemphill County, Texas",280,302
5141,AR,-157,-144,-12,-194,"Van Buren County, Arkansas",146,303
55071,WI,-1888,-1541,-346,-1876,"Manitowoc County, Wisconsin",-1584,304
55051,WI,-310,-150,-95,-303,"Iron County, Wisconsin",-6,304
13087,GA,-738,-705,27,-681,"Decatur County, Georgia",-433,305
20107,KS,-317,-254,-11,-373,"Linn County, Kansas",-11,306
48115,TX,-126,-112,0,-109,"Dawson County, Texas",180,306
56007,WY,-515,-393,-33,-357,"Carbon County, Wyoming",-209,306
6003,CA,-311,-234,-73,-327,"Alpine County, California",-5,306
1123,AL,-496,-520,17,-674,"Tallapoosa County, Alabama",-189,307
19043,IA,-509,-359,-71,-364,"Clayton County, Iowa",-202,307
20187,KS,-393,-375,0,-306,"Stanton County, Kansas",-85,308
16085,ID,-182,-8,-181,-179,"Valley County, Idaho",126,308
2185,AK,-98,-90,-25,-85,"North Slope Borough, Alaska",211,309
13079,GA,-490,-488,9,-456,"Crawford County, Georgia",-180,310
50015,VT,-344,-190,-116,-334,"Lamoille County, Vermont",-33,311
21057,KY,-345,-367,23,-317,"Cumberland County, Kentucky",-34,311
20157,KS,-176,-152,11,-154,"Republic County, Kansas",135,311
42105,PA,-501,-325,-119,-395,"Potter County, Pennsylvania",-188,313
54031,WV,-419,-319,0,-412,"Hardy County, West Virginia",-106,313
17159,IL,-491,-429,-28,-409,"Richland County, Illinois",-178,313
29123,MO,48,75,-8,-1,"Madison County, Missouri",361,313
5005,AR,-143,-43,-112,1,"Baxter County, Arkansas",170,313
20195,KS,-34,-43,0,-63,"Trego County, Kansas",280,314
16087,ID,-249,-205,-73,-246,"Washington County, Idaho",65,314
21007,KY,-178,-175,0,-179,"Ballard County, Kentucky",137,315
5025,AR,-428,-404,-14,-457,"Cleveland County, Arkansas",-112,316
5121,AR,-630,-611,4,-621,"Randolph County, Arkansas",-314,316
47017,TN,-384,-301,7,-382,"Carroll County, Tennessee",-67,317
21231,KY,-557,-523,-62,-552,"Wayne County, Kentucky",-240,317
38009,ND,-246,-171,-55,-135,"Bottineau County, North Dakota",71,317
40081,OK,-715,-762,0,-837,"Lincoln County, Oklahoma",-398,317
18147,IN,-477,-379,-44,-453,"Spencer County, Indiana",-159,318
13119,GA,-541,-504,-15,-363,"Franklin County, Georgia",-222,319
39135,OH,-904,-656,-262,-732,"Preble County, Ohio",-585,319
19091,IA,-427,-328,-55,-456,"Humboldt County, Iowa",-108,319
27059,MN,9,421,-433,-102,"Isanti County, Minnesota",328,319
22043,LA,-289,-256,-31,-230,"Grant Parish, Louisiana",32,321
42015,PA,-1068,-847,-171,-1258,"Bradford County, Pennsylvania",-746,322
47133,TN,-347,-203,-161,-264,"Overton County, Tennessee",-25,322
37159,NC,1076,1071,-10,1095,"Rowan County, North Carolina",1399,323
31057,NE,-104,-85,0,-81,"Dundy County, Nebraska",219,323
