GEOID1,STATE,NET_COUNTY,NET_PERM,NET_TEMP,NET_RESIDENTIAL,FULL1_NAME,net,difference
13027,GA,-1033,-1009,2,-1029,"Brooks County, Georgia",290,1323
39159,OH,630,1043,-400,777,"Union County, Ohio",1953,1323
41059,OR,-1112,-1077,7,-1057,"Umatilla County, Oregon",211,1323
8051,CO,-575,-551,-63,-520,"Gunnison County, Colorado",751,1326
47183,TN,-1648,-1565,-57,-1693,"Weakley County, Tennessee",-317,1331
29173,MO,-1346,-1342,2,-1396,"Ralls County, Missouri",-12,1334
13131,GA,-1021,-1007,4,-973,"Grady County, Georgia",316,1337
42033,PA,-1273,-852,-159,-1044,"Clearfield County, Pennsylvania",65,1338
37103,NC,-1373,-1271,-124,-1342,"Jones County, North Carolina",-34,1339
36031,NY,-1010,-493,-325,-778,"Essex County, New York",332,1342
36107,NY,-1280,-842,-477,-1299,"Tioga County, New York",64,1344
47161,TN,-589,-583,1,-579,"Stewart County, Tennessee",755,1344
36073,NY,-1090,-768,-282,-1088,"Orleans County, New York",257,1347
19127,IA,-1359,-1083,-137,-1217,"Marshall County, Iowa",-8,1351
37157,NC,29,55,-81,96,"Rockingham County, North Carolina",1383,1354
53027,WA,-580,-358,-308,-555,"Grays Harbor County, Washington",774,1354
17179,IL,-2501,-1696,-595,-2273,"Tazewell County, Illinois",-1145,1356
18107,IN,-716,-542,-68,-722,"Montgomery County, Indiana",643,1359
18077,IN,-758,-644,-64,-827,"Jefferson County, Indiana",602,1360
21155,KY,-1262,-1167,-13,-1120,"Marion County, Kentucky",99,1361
29155,MO,-1643,-1623,11,-1590,"Pemiscot County, Missouri",-282,1361
40145,OK,-995,-911,-19,-980,"Wagoner County, Oklahoma",366,1361
39031,OH,-1014,-914,-99,-1040,"Coshocton County, Ohio",348,1362
31099,NE,-1472,-1409,-85,-1432,"Kearney County, Nebraska",-106,1366
19171,IA,-1520,-1262,-148,-1517,"Tama County, Iowa",-150,1370
29001,MO,-1083,-1005,-127,-1061,"Adair County, Missouri",288,1371
51067,VA,-695,-575,-97,-715,"Franklin County, Virginia",677,1372
36123,NY,-993,-599,-403,-988,"Yates County, New York",381,1374
18039,IN,-4185,-3592,-731,-3931,"Elkhart County, Indiana",-2810,1375
17107,IL,-597,-558,-20,-537,"Logan County, Illinois",778,1375
55039,WI,-1882,-1245,-609,-1745,"Fond du Lac County, Wisconsin",-506,1376
30057,MT,-1128,-916,-174,-1134,"Madison County, Montana",251,1379
24003,MD,-2148,-2306,257,-1937,"Anne Arundel County, Maryland",-768,1380
48189,TX,-422,-413,-27,-406,"Hale County, Texas",959,1381
17011,IL,-1481,-1143,-245,-1276,"Bureau County, Illinois",-99,1382
19179,IA,-1760,-1483,-132,-1353,"Wapello County, Iowa",-373,1387
40047,OK,-1647,-1611,-109,-1633,"Garfield County, Oklahoma",-256,1391
40147,OK,-754,-658,-114,-716,"Washington County, Oklahoma",638,1392
27061,MN,-952,-397,-472,-844,"Itasca County, Minnesota",441,1393
27005,MN,-1264,-668,-589,-1232,"Becker County, Minnesota",130,1394
31093,NE,-1655,-1613,-96,-1633,"Howard County, Nebraska",-253,1402
39037,OH,-1374,-1159,-166,-1119,"Darke County, Ohio",29,1403
18113,IN,-1381,-981,-268,-1258,"Noble County, Indiana",24,1405
37091,NC,-348,-362,0,-317,"Hertford County, North Carolina",1062,1410
21205,KY,-713,-687,-25,-732,"Rowan County, Kentucky",697,1410
48339,TX,7532,7332,320,7693,"Montgomery County, Texas",8942,1410
26085,MI,-1640,-857,-669,-1571,"Lake County, Michigan",-221,1419
27035,MN,-1641,-413,-1241,-1687,"Crow Wing County, Minnesota",-222,1419
28049,MS,-3817,-3803,-149,-3523,"Hinds County, Mississippi",-2396,1421
2090,AK,-2826,-2508,-417,-2790,"Fairbanks North Star Borough, Alaska",-1404,1422
31119,NE,-1279,-1163,-85,-1099,"Madison County, Nebraska",144,1423
30003,MT,-1527,-1569,30,-1374,"Big Horn County, Montana",-103,1424
8014,CO,1732,1651,81,1828,"Broomfield County, Colorado",3156,1424
21235,KY,-827,-750,-31,-794,"Whitley County, Kentucky",599,1426
19023,IA,-1833,-1392,-327,-1695,"Butler County, Iowa",-406,1427
21105,KY,-1435,-1387,-15,-1355,"Hickman County, Kentucky",-5,1430
5093,AR,-1358,-1391,9,-1313,"Mississippi County, Arkansas",72,1430
5069,AR,-1330,-1320,-47,-1311,"Jefferson County, Arkansas",106,1436
37141,NC,19,123,-101,-112,"Pender County, North Carolina",1461,1442
41033,OR,535,569,-12,585,"Josephine County, Oregon",1977,1442
28067,MS,-2392,-2294,-53,-2348,"Jones County, Mississippi",-940,1452
29007,MO,-360,-354,-19,-360,"Audrain County, Missouri",1094,1454
29225,MO,-153,-150,-35,-208,"Webster County, Missouri",1302,1455
21059,KY,-2743,-2727,-126,-2546,"Daviess County, Kentucky",-1284,1459
29213,MO,-338,-215,-79,-411,"Taney County, Missouri",1128,1466
40019,OK,-1569,-1582,-1,-1566,"Carter County, Oklahoma",-96,1473
55111,WI,-1330,-997,-402,-1268,"Sauk County, Wisconsin",146,1476
24039,MD,-75,-85,-20,-80,"Somerset County, Maryland",1403,1478
13071,GA,-237,-312,-7,-176,"Colquitt County, Georgia",1242,1479
26141,MI,-1431,-685,-648,-1475,"Presque Isle County, Michigan",50,1481
40121,OK,-818,-819,-34,-732,"Pittsburg County, Oklahoma",669,1487
39039,OH,-1011,-777,-273,-983,"Defiance County, Ohio",481,1492
41031,OR,-383,-288,-96,-381,"Jefferson County, Oregon",1109,1492
8003,CO,-786,-783,-25,-728,"Alamosa County, Colorado",711,1497
48219,TX,-949,-925,-60,-931,"Hockley County, Texas",550,1499
12125,FL,-23,-38,0,67,"Union County, Florida",1477,1500
19167,IA,-854,-525,-227,-775,"Sioux County, Iowa",648,1502
13095,GA,-918,-888,-112,-942,"Dougherty County, Georgia",589,1507
46135,SD,-552,-410,-117,-435,"Yankton County, South Dakota",955,1507
26123,MI,-1835,-907,-1072,-1830,"Newaygo County, Michigan",-326,1509
21073,KY,-390,-269,-101,-220,"Franklin County, Kentucky",1120,1510
26017,MI,-2300,-1474,-971,-2290,"Bay County, Michigan",-789,1511
13313,GA,-1176,-1097,-127,-1079,"Whitfield County, Georgia",336,1512
55087,WI,-3798,-2530,-1395,-3628,"Outagamie County, Wisconsin",-2285,1513
17135,IL,-1050,-885,-56,-882,"Montgomery County, Illinois",465,1515
49021,UT,406,352,65,262,"Iron County, Utah",1922,1516
21173,KY,-977,-879,-144,-949,"Montgomery County, Kentucky",541,1518
18005,IN,-2357,-2102,-349,-2421,"Bartholomew County, Indiana",-838,1519
13171,GA,-299,-265,11,-276,"Lamar County, Georgia",1222,1521
18133,IN,-692,-463,-178,-639,"Putnam County, Indiana",829,1521
25027,MA,-6534,-5415,-1455,-5760,"Worcester County, Massachusetts",-5011,1523
26157,MI,-1591,-870,-753,-1601,"Tuscola County, Michigan",-68,1523
35013,NM,247,229,-58,186,"Doña Ana County, New Mexico",1775,1528
51031,VA,-1484,-1445,-133,-1537,"Campbell County, Virginia",51,1535
34011,NJ,-1713,-1611,-165,-1468,"Cumberland County, New Jersey",-174,1539
27041,MN,-1248,-568,-556,-1112,"Douglas County, Minnesota",291,1539
39089,OH,-153,705,-915,-160,"Licking County, Ohio",1387,1540
36051,NY,-1433,-919,-507,-1507,"Livingston County, New York",113,1546
55031,WI,-853,-379,-420,-890,"Douglas County, Wisconsin",693,1546
26143,MI,-1073,217,-1435,-1083,"Roscommon County, Michigan",474,1547
54003,WV,886,863,-88,968,"Berkeley County, West Virginia",2434,1548
18161,IN,-1102,-1044,-77,-1029,"Union County, Indiana",446,1548
13107,GA,-1222,-1246,-52,-1252,"Emanuel County, Georgia",327,1549
20103,KS,-1098,-1064,6,-1079,"Leavenworth County, Kansas",452,1550
27147,MN,-1516,-1113,-278,-1526,"Steele County, Minnesota",38,1554
53047,WA,-1353,-915,-343,-1338,"Okanogan County, Washington",208,1561
36115,NY,-875,-395,-375,-800,"Washington County, New York",688,1563
17195,IL,-1481,-1146,-359,-1481,"Whiteside County, Illinois",86,1567
51013,VA,-5679,-6208,570,-5561,"Arlington County, Virginia",-4110,1569
21021,KY,-575,-483,-81,-485,"Boyle County, Kentucky",994,1569
19045,IA,-1580,-1347,-236,-1438,"Clinton County, Iowa",-10,1570
29065,MO,-1051,-884,-151,-974,"Dent County, Missouri",522,1573
1127,AL,-177,-122,0,-112,"Walker County, Alabama",1399,1576
24001,MD,-1153,-1092,-88,-1158,"Allegany County, Maryland",424,1577
48143,TX,-468,-419,0,-489,"Erath County, Texas",1110,1578
17091,IL,-2864,-2598,-230,-2558,"Kankakee County, Illinois",-1285,1579
30049,MT,-601,-197,-356,-527,"Lewis and Clark County, Montana",984,1585
18139,IN,-1475,-1190,-268,-1306,"Rush County, Indiana",117,1592
40095,OK,-1212,-1182,-16,-1175,"Marshall County, Oklahoma",383,1595
13137,GA,-427,-443,3,-498,"Habersham County, Georgia",1169,1596
42121,PA,-1120,-642,-319,-968,"Venango County, Pennsylvania",478,1598
42127,PA,-1421,-417,-965,-1258,"Wayne County, Pennsylvania",178,1599
20143,KS,-1854,-1728,-47,-1881,"Ottawa County, Kansas",-255,1599
17109,IL,-885,-760,-88,-671,"McDonough County, Illinois",717,1602
37161,NC,-72,-240,147,-99,"Rutherford County, North Carolina",1536,1608
39151,OH,-3350,-2017,-1488,-3481,"Stark County, Ohio",-1741,1609
29053,MO,-1537,-1473,-29,-1407,"Cooper County, Missouri",72,1609
48471,TX,-724,-715,-53,-741,"Walker County, Texas",889,1613
31111,NE,-1240,-1070,-91,-989,"Lincoln County, Nebraska",376,1616
40069,OK,-1709,-1669,-70,-1734,"Johnston County, Oklahoma",-93,1616
29109,MO,-1000,-959,-54,-927,"Lawrence County, Missouri",620,1620
20021,KS,-1858,-1845,-34,-1852,"Cherokee County, Kansas",-233,1625
48273,TX,-1039,-1071,43,-1006,"Kleberg County, Texas",588,1627
20099,KS,-1596,-1601,1,-1487,"Labette County, Kansas",35,1631
40021,OK,-514,-506,-15,-594,"Cherokee County, Oklahoma",1118,1632
42019,PA,-994,-246,-693,-976,"Butler County, Pennsylvania",640,1634
19107,IA,-1597,-1336,-129,-1340,"Keokuk County, Iowa",37,1634
22061,LA,-985,-927,-73,-1004,"Lincoln Parish, Louisiana",650,1635
33005,NH,-1252,-899,4,-1182,"Cheshire County, New Hampshire",384,1636
39139,OH,-2236,-1762,-481,-2464,"Richland County, Ohio",-597,1639
1117,AL,-475,-540,88,-513,"Shelby County, Alabama",1165,1640
35041,NM,-1211,-1109,-86,-1177,"Roosevelt County, New Mexico",429,1640
48409,TX,28,-132,147,126,"San Patricio County, Texas",1671,1643
19181,IA,-1430,-1016,-326,-1387,"Warren County, Iowa",215,1645
49039,UT,-95,11,-22,-158,"Sanpete County, Utah",1551,1646
25011,MA,-2504,-2010,-406,-2252,"Franklin County, Massachusetts",-852,1652
26035,MI,-1264,-167,-1226,-1251,"Clare County, Michigan",388,1652
25003,MA,-1556,-1360,-29,-1277,"Berkshire County, Massachusetts",99,1655
45031,SC,-740,-744,-64,-727,"Darlington County, South Carolina",915,1655
6045,CA,-1659,-1633,177,-1440,"Mendocino County, California",-4,1655
46027,SD,-812,-726,-120,-807,"Clay County, South Dakota",844,1656
18137,IN,-1493,-1344,-170,-1483,"Ripley County, Indiana",167,1660
28121,MS,-111,-140,-24,-42,"Rankin County, Mississippi",1552,1663
30047,MT,-700,-384,-357,-767,"Lake County, Montana",965,1665
37089,NC,1124,704,344,1106,"Henderson County, North Carolina",2792,1668
51750,VA,-534,-484,-71,-537,"Radford city, Virginia",1143,1677
19163,IA,-4712,-4159,-673,-4485,"Scott County, Iowa",-3033,1679
26061,MI,-825,-449,-311,-837,"Houghton County, Michigan",858,1683
39097,OH,-18,264,-273,75,"Madison County, Ohio",1668,1686
18109,IN,-1138,-888,-213,-1070,"Morgan County, Indiana",548,1686
29043,MO,-490,-234,-190,-342,"Christian County, Missouri",1205,1695
22051,LA,-3796,-3878,-48,-3891,"Jefferson Parish, Louisiana",-2101,1695
47141,TN,-258,-91,-206,-228,"Putnam County, Tennessee",1440,1698
22069,LA,-564,-548,-1,-616,"Natchitoches Parish, Louisiana",1137,1701
45037,SC,-710,-709,-52,-706,"Edgefield County, South Carolina",998,1708
5019,AR,-767,-741,-51,-685,"Clark County, Arkansas",950,1717
5115,AR,-1346,-1369,-13,-1465,"Pope County, Arkansas",372,1718
15001,HI,-1918,-2115,191,-1777,"Hawaii County, Hawaii",-200,1718
38059,ND,-1264,-1106,-141,-1245,"Morton County, North Dakota",455,1719
29207,MO,-1526,-1497,-27,-1592,"Stoddard County, Missouri",195,1721
22049,LA,-1053,-957,-73,-994,"Jackson Parish, Louisiana",668,1721
16057,ID,-1143,-1023,-102,-1196,"Latah County, Idaho",578,1721
39079,OH,-1324,-1144,-102,-1215,"Jackson County, Ohio",402,1726
42051,PA,-2144,-1794,-238,-1871,"Fayette County, Pennsylvania",-417,1727
27009,MN,-1325,-970,-429,-1390,"Benton County, Minnesota",405,1730
42035,PA,-849,-745,-77,-738,"Clinton County, Pennsylvania",883,1732
46083,SD,-213,-301,162,-362,"Lincoln County, South Dakota",1522,1735
38101,ND,-2765,-2457,-248,-2562,"Ward County, North Dakota",-1030,1735
17187,IL,-1726,-1594,-133,-1689,"Warren County, Illinois",10,1736
5079,AR,-1209,-1140,-47,-1133,"Lincoln County, Arkansas",527,1736
1049,AL,-925,-857,12,-809,"DeKalb County, Alabama",819,1744
5087,AR,-1581,-1540,3,-1493,"Madison County, Arkansas",163,1744
26127,MI,-1428,-723,-725,-1394,"Oceana County, Michigan",318,1746
18121,IN,-1144,-906,-217,-953,"Parke County, Indiana",603,1747
24015,MD,-1128,-1085,-5,-1038,"Cecil County, Maryland",621,1749
17203,IL,-1527,-1072,-342,-1348,"Woodford County, Illinois",231,1758
48361,TX,-1326,-1327,-3,-1261,"Orange County, Texas",432,1758
1031,AL,-1254,-1289,8,-1279,"Coffee County, Alabama",508,1762
29029,MO,-993,-428,-508,-862,"Camden County, Missouri",774,1767
18009,IN,-2098,-1950,-153,-2056,"Blackford County, Indiana",-329,1769
40017,OK,13,-67,99,125,"Canadian County, Oklahoma",1782,1769
37031,NC,-1169,-1152,-76,-1204,"Carteret County, North Carolina",606,1775
16043,ID,-1749,-1503,-236,-1653,"Fremont County, Idaho",29,1778
18151,IN,-1497,-1035,-345,-1354,"Steuben County, Indiana",284,1781
42073,PA,-1875,-1275,-521,-1774,"Lawrence County, Pennsylvania",-92,1783
30013,MT,-1871,-1639,-242,-1662,"Cascade County, Montana",-88,1783
37061,NC,-1293,-1180,-102,-1191,"Duplin County, North Carolina",491,1784
39147,OH,-952,-640,-185,-773,"Seneca County, Ohio",837,1789
18069,IN,-1593,-1309,-229,-1519,"Huntington County, Indiana",204,1797
40071,OK,-1399,-1371,-15,-1292,"Kay County, Oklahoma",400,1799
16053,ID,-1429,-1319,-132,-1452,"Jerome County, Idaho",373,1802
26055,MI,-1050,-80,-1011,-983,"Grand Traverse County, Michigan",765,1815
36069,NY,-1321,-588,-807,-1267,"Ontario County, New York",496,1817
48055,TX,186,201,-11,132,"Caldwell County, Texas",2008,1822
29167,MO,-1022,-946,-58,-906,"Polk County, Missouri",801,1823
10005,DE,2133,3099,-1006,2087,"Sussex County, Delaware",3966,1833
16083,ID,-659,-473,-181,-542,"Twin Falls County, Idaho",1178,1837
19187,IA,-1569,-1241,-284,-1532,"Webster County, Iowa",271,1840
48499,TX,264,308,23,238,"Wood County, Texas",2104,1840
39013,OH,-1461,-1422,-10,-1395,"Belmont County, Ohio",387,1848
27131,MN,-747,-376,-362,-728,"Rice County, Minnesota",1104,1851
45073,SC,143,209,-72,78,"Oconee County, South Carolina",2005,1862
55135,WI,-1105,-634,-368,-995,"Waupaca County, Wisconsin",760,1865
36101,NY,-2593,-1851,-615,-2391,"Steuben County, New York",-714,1879
17131,IL,-1769,-1546,-169,-1661,"Mercer County, Illinois",113,1882
47019,TN,-1761,-1589,-199,-1678,"Carter County, Tennessee",124,1885
42021,PA,-1883,-1373,-455,-1831,"Cambria County, Pennsylvania",9,1892
37027,NC,-703,-708,-18,-707,"Caldwell County, North Carolina",1194,1897
31079,NE,-2670,-2510,-161,-2403,"Hall County, Nebraska",-771,1899
42095,PA,-1900,-1566,-336,-1813,"Northampton County, Pennsylvania",1,1901
37079,NC,-862,-848,-28,-901,"Greene County, North Carolina",1041,1903
39005,OH,-1279,-815,-311,-1344,"Ashland County, Ohio",628,1907
18119,IN,-1565,-1325,-200,-1515,"Owen County, Indiana",342,1907
35005,NM,-1301,-1357,31,-1196,"Chaves County, New Mexico",622,1923
23011,ME,-1554,-1722,227,-1423,"Kennebec County, Maine",371,1925
20051,KS,-783,-739,-30,-756,"Ellis County, Kansas",1142,1925
39129,OH,-1202,-1134,-147,-1168,"Pickaway County, Ohio",728,1930
46081,SD,-1137,-925,-203,-1132,"Lawrence County, South Dakota",794,1931
41045,OR,-983,-948,12,-955,"Malheur County, Oregon",949,1932
39003,OH,-1448,-974,-445,-1528,"Allen County, Ohio",488,1936
17199,IL,-2611,-2375,-199,-2619,"Williamson County, Illinois",-667,1944
36105,NY,-2322,-1026,-636,-1525,"Sullivan County, New York",-358,1964
5051,AR,-1697,-1549,-274,-1661,"Garland County, Arkansas",267,1964
8001,CO,-3558,-3664,131,-3037,"Adams County, Colorado",-1593,1965
51790,VA,-259,-262,-8,-303,"Staunton city, Virginia",1708,1967
28089,MS,-751,-760,-35,-675,"Madison County, Mississippi",1216,1967
28031,MS,-1898,-1838,-49,-1794,"Covington County, Mississippi",70,1968
26049,MI,-7604,-4951,-2889,-6933,"Genesee County, Michigan",-5636,1968
33013,NH,-2206,-1673,-423,-1993,"Merrimack County, New Hampshire",-234,1972
51019,VA,-1263,-1147,-152,-1431,"Bedford County, Virginia",709,1972
27057,MN,-1673,-1040,-515,-1679,"Hubbard County, Minnesota",302,1975
19011,IA,-2058,-1721,-192,-2020,"Benton County, Iowa",-72,1986
37057,NC,-333,-347,40,-336,"Davidson County, North Carolina",1654,1987
40125,OK,-896,-825,-58,-887,"Pottawatomie County, Oklahoma",1091,1987
48005,TX,-428,-416,2,-474,"Angelina County, Texas",1572,2000
29201,MO,-1621,-1612,3,-1619,"Scott County, Missouri",380,2001
36033,NY,-893,-641,-116,-778,"Franklin County, New York",1114,2007
41071,OR,-772,-695,-46,-764,"Yamhill County, Oregon",1235,2007
19123,IA,-2089,-1747,-229,-1866,"Mahaska County, Iowa",-79,2010
19017,IA,-1691,-1176,-391,-1593,"Bremer County, Iowa",323,2014
36027,NY,-285,347,-569,-58,"Dutchess County, New York",1734,2019
47089,TN,-339,-264,-34,-362,"Jefferson County, Tennessee",1682,2021
31179,NE,-1898,-1708,-140,-1831,"Wayne County, Nebraska",123,2021
44005,RI,-1125,-1133,-38,-1177,"Newport County, Rhode Island",901,2026
26009,MI,-1793,-780,-1112,-1724,"Antrim County, Michigan",235,2028
55117,WI,-2693,-2250,-468,-2414,"Sheboygan County, Wisconsin",-659,2034
12071,FL,17018,-4716,21501,15552,"Lee County, Florida",19056,2038
27169,MN,-1258,-905,-303,-1199,"Winona County, Minnesota",782,2040
29097,MO,-2675,-2587,-84,-2599,"Jasper County, Missouri",-629,2046
20041,KS,-2579,-2514,-47,-2536,"Dickinson County, Kansas",-531,2048
13135,GA,963,-104,871,1675,"Gwinnett County, Georgia",3016,2053
18095,IN,-1676,-1128,-626,-1627,"Madison County, Indiana",383,2059
45091,SC,4130,4043,74,4168,"York County, South Carolina",6209,2079
22105,LA,952,984,-3,915,"Tangipahoa Parish, Louisiana",3033,2081
39099,OH,-3009,-2186,-924,-2742,"Mahoning County, Ohio",-925,2084
22113,LA,-988,-967,-56,-925,"Vermilion Parish, Louisiana",1101,2089
44009,RI,-324,-355,21,-238,"Washington County, Rhode Island",1767,2091
20017,KS,-2044,-1975,-67,-1988,"Chase County, Kansas",53,2097
37025,NC,2234,1941,287,1909,"Cabarrus County, North Carolina",4339,2105
51770,VA,-1282,-1350,80,-1238,"Roanoke city, Virginia",831,2113
17007,IL,-2722,-1973,-722,-2636,"Boone County, Illinois",-609,2113
18065,IN,-1763,-1459,-168,-1621,"Henry County, Indiana",351,2114
37191,NC,-1347,-1344,2,-1271,"Wayne County, North Carolina",773,2120
20069,KS,-2074,-2020,-30,-1927,"Gray County, Kansas",48,2122
20169,KS,-1688,-1641,-58,-1596,"Saline County, Kansas",440,2128
16019,ID,-30,184,-192,45,"Bonneville County, Idaho",2099,2129
55093,WI,-475,-321,-188,-459,"Pierce County, Wisconsin",1670,2145
48241,TX,-1253,-1223,-18,-1226,"Jasper County, Texas",893,2146
13183,GA,-1586,-1460,-139,-1538,"Long County, Georgia",569,2155
13015,GA,-2087,-2051,-57,-1869,"Bartow County, Georgia",69,2156
13115,GA,-1913,-1909,-37,-1827,"Floyd County, Georgia",244,2157
47145,TN,-429,-200,-202,-366,"Roane County, Tennessee",1732,2161
12053,FL,2496,1080,1359,2309,"Hernando County, Florida",4658,2162
53041,WA,-55,201,-131,35,"Lewis County, Washington",2109,2164
46013,SD,-1396,-1240,-136,-1294,"Brown County, South Dakota",769,2165
40039,OK,-752,-741,1,-728,"Custer County, Oklahoma",1417,2169
29147,MO,-642,-538,-90,-581,"Nodaway County, Missouri",1528,2170
51149,VA,-2058,-2120,51,-1992,"Prince George County, Virginia",115,2173
48291,TX,1120,1139,-15,1068,"Liberty County, Texas",3307,2187
18097,IN,-16065,-15107,-1077,-15411,"Marion County, Indiana",-13876,2189
39043,OH,-2162,-1732,-519,-2099,"Erie County, Ohio",38,2200
1051,AL,-1627,-1618,-73,-1576,"Elmore County, Alabama",578,2205
26147,MI,-1716,-637,-1146,-1694,"St. Clair County, Michigan",489,2205
45013,SC,2388,902,1390,2097,"Beaufort County, South Carolina",4604,2216
21049,KY,-1480,-1335,-203,-1442,"Clark County, Kentucky",736,2216
13009,GA,-720,-702,-6,-639,"Baldwin County, Georgia",1497,2217
39131,OH,-1718,-1516,-142,-1666,"Pike County, Ohio",502,2220
48381,TX,-1857,-1763,-101,-1866,"Randall County, Texas",368,2225
18067,IN,-2196,-1707,-540,-2082,"Howard County, Indiana",30,2226
18083,IN,-903,-846,-20,-790,"Knox County, Indiana",1323,2226
37163,NC,-951,-828,-63,-880,"Sampson County, North Carolina",1276,2227
17081,IL,-1469,-1308,-159,-1426,"Jefferson County, Illinois",760,2229
40113,OK,-2008,-1983,-47,-1728,"Osage County, Oklahoma",222,2230
45007,SC,-660,-615,-157,-619,"Anderson County, South Carolina",1576,2236
29161,MO,-1376,-1250,-151,-1245,"Phelps County, Missouri",860,2236
46093,SD,-1017,-1041,61,-996,"Meade County, South Dakota",1221,2238
4009,AZ,-1189,-1174,-59,-1159,"Graham County, Arizona",1054,2243
36077,NY,-1539,-881,-523,-1614,"Otsego County, New York",705,2244
23031,ME,402,612,-301,562,"York County, Maine",2647,2245
51540,VA,-2732,-2539,-258,-2629,"Charlottesville city, Virginia",-484,2248
54049,WV,-1153,-1046,-79,-1005,"Marion County, West Virginia",1098,2251
21101,KY,-2105,-2047,-76,-1993,"Henderson County, Kentucky",150,2255
18055,IN,-2552,-2322,-214,-2300,"Greene County, Indiana",-297,2255
39033,OH,-2174,-1907,-322,-2077,"Crawford County, Ohio",85,2259
20091,KS,236,438,-394,277,"Johnson County, Kansas",2496,2260
42089,PA,-2085,-1248,-834,-2017,"Monroe County, Pennsylvania",176,2261
40103,OK,-2224,-2150,-74,-2176,"Noble County, Oklahoma",41,2265
42075,PA,-1142,-955,-223,-1039,"Lebanon County, Pennsylvania",1129,2271
18179,IN,-1884,-1549,-264,-1683,"Wells County, Indiana",389,2273
16005,ID,-2337,-2106,-135,-2281,"Bannock County, Idaho",-61,2276
42037,PA,-1698,-1297,-310,-1542,"Columbia County, Pennsylvania",580,2278
26107,MI,-1084,-301,-723,-1198,"Mecosta County, Michigan",1206,2290
26027,MI,-2393,-1698,-734,-2161,"Cass County, Michigan",-102,2291
55027,WI,-1430,-809,-620,-1447,"Dodge County, Wisconsin",865,2295
27007,MN,-1310,-995,-195,-1283,"Beltrami County, Minnesota",994,2304
51670,VA,-1749,-1716,-32,-1721,"Hopewell city, Virginia",557,2306
46011,SD,-1297,-1075,-152,-1153,"Brookings County, South Dakota",1010,2307
36061,NY,-28440,-29979,1177,-26327,"New York County, New York",-26123,2317
39081,OH,-642,-468,-152,-509,"Jefferson County, Ohio",1676,2318
13195,GA,-1288,-1220,-79,-1190,"Madison County, Georgia",1041,2329
42119,PA,-765,-657,-83,-615,"Union County, Pennsylvania",1571,2336
42133,PA,-2938,-2276,-876,-3131,"York County, Pennsylvania",-599,2339
18019,IN,-2480,-2170,-354,-2343,"Clark County, Indiana",-141,2339
37099,NC,-63,-905,916,-114,"Jackson County, North Carolina",2286,2349
18171,IN,-2708,-2333,-307,-2629,"Warren County, Indiana",-355,2353
49011,UT,-2095,-2035,-123,-1834,"Davis County, Utah",267,2362
36025,NY,-1954,-839,-732,-1752,"Delaware County, New York",410,2364
36003,NY,-1605,-1319,-198,-1503,"Allegany County, New York",767,2372
45003,SC,-736,-807,10,-694,"Aiken County, South Carolina",1650,2386
1087,AL,-2137,-2053,-120,-2262,"Macon County, Alabama",286,2423
18047,IN,-2277,-2101,-213,-2191,"Franklin County, Indiana",188,2465
22073,LA,-2862,-2862,-76,-2706,"Ouachita Parish, Louisiana",-381,2481
13219,GA,-1485,-1336,-143,-1427,"Oconee County, Georgia",999,2484
19015,IA,-2642,-2147,-471,-2471,"Boone County, Iowa",-147,2495
26021,MI,-2778,-1956,-828,-2559,"Berrien County, Michigan",-276,2502
22109,LA,-1250,-1262,10,-1058,"Terrebonne Parish, Louisiana",1253,2503
42039,PA,-2440,-1659,-801,-2382,"Crawford County, Pennsylvania",67,2507
42081,PA,-2377,-2028,-348,-2137,"Lycoming County, Pennsylvania",130,2507
29047,MO,-104,163,-299,-39,"Clay County, Missouri",2409,2513
12061,FL,2453,1430,895,2069,"Indian River County, Florida",4970,2517
21157,KY,-2082,-1952,-178,-2038,"Marshall County, Kentucky",440,2522
13039,GA,-1860,-1800,-88,-1760,"Camden County, Georgia",668,2528
15009,HI,-1835,-2979,1210,-1783,"Maui County, Hawaii",694,2529
26121,MI,-2801,-1481,-1423,-2642,"Muskegon County, Michigan",-271,2530
48451,TX,-1551,-1591,-104,-1556,"Tom Green County, Texas",1020,2571
9009,CT,-6436,-6136,-485,-5771,"New Haven County, Connecticut",-3859,2577
39113,OH,-2176,-1175,-1192,-1931,"Montgomery County, Ohio",403,2579
19057,IA,-2027,-1829,-139,-2003,"Des Moines County, Iowa",554,2581
44007,RI,-3533,-3274,-276,-3013,"Providence County, Rhode Island",-946,2587
53057,WA,-991,-507,-469,-986,"Skagit County, Washington",1614,2605
48329,TX,-1355,-1592,199,-864,"Midland County, Texas",1257,2612
29101,MO,-1532,-1412,-39,-1435,"Johnson County, Missouri",1090,2622
45015,SC,1738,1585,99,1558,"Berkeley County, South Carolina",4376,2638
48181,TX,689,784,-150,854,"Grayson County, Texas",3329,2640
29145,MO,-2143,-2002,-119,-1988,"Newton County, Missouri",505,2648
17103,IL,-2014,-1555,-419,-1815,"Lee County, Illinois",646,2660
36091,NY,-2042,-848,-1288,-2008,"Saratoga County, New York",622,2664
27021,MN,-2663,-1403,-1231,-2709,"Cass County, Minnesota",35,2698
18053,IN,-2521,-2264,-251,-2362,"Grant County, Indiana",178,2699
1077,AL,-575,-542,-59,-520,"Lauderdale County, Alabama",2127,2702
47165,TN,213,196,-26,255,"Sumner County, Tennessee",2936,2723
